Q,A,label
right operand is neither a pointer nor an arithmetic type,오른쪽 피연산자는 포인터도 아니고 산술 형식도 아닙니다.,1
cannot subtract a pointer from an arithmetic operand,산술 피연산자에서 포인터를 뺄 수 없습니다.,1
left expression must be arithmetic,왼쪽 표현식은 산술이어야 합니다.,1
right expression must be arithmetic,올바른 표현은 산술이어야 합니다.,1
left expression must be integral,왼쪽 표현식은 정수여야 합니다.,1
right expression must be integral,오른쪽 표현식은 정수여야 합니다.,1
cannot assign a pointer value to an arithmetic item,산술 항목에 포인터 값을 할당할 수 없습니다.,1
attempt to destruct a far object when data model is near,데이터 모델이 가까울 때 멀리 있는 개체를 파괴하려고 시도합니다.,1
attempt to call member function for far object when the data model is near,데이터 모델이 가까울 때 원거리 개체에 대한 멤버 함수 호출 시도,1
template type argument cannot have a default argument,템플릿 유형 인수는 기본 인수를 가질 수 없습니다.,1
attempt to 'delete' a far object when the data model is near,데이터 모델이 가까울 때 멀리 있는 개체를 '삭제'하려고 합니다.,1
"first operand is not a class, struct or union","첫 번째 피연산자가 클래스, 구조체 또는 공용체가 아닙니다.",1
syntax error; class template cannot be processed,구문 오류; 클래스 템플릿을 처리할 수 없습니다,1
cannot convert right pointer to type of left operand,오른쪽 포인터를 왼쪽 피연산자의 유형으로 변환할 수 없습니다.,1
left operand must be an 'lvalue',왼쪽 피연산자는 'lvalue'여야 합니다.,1
static data members are not allowed in a union,정적 데이터 멤버는 공용체에서 허용되지 않습니다.,1
invalid storage class for a member,구성원에 대한 잘못된 저장소 클래스,1
declaration is too complicated,선언이 너무 복잡합니다.,1
exception declaration is too complicated,예외 선언이 너무 복잡합니다.,1
floating-point constant too large to represent,부동 소수점 상수가 너무 커서 표현할 수 없습니다.,1
floating-point constant too small to represent,부동 소수점 상수가 너무 작아 표현할 수 없습니다.,1
class template '%S' cannot be overloaded,클래스 템플릿 '%S'을(를) 오버로드할 수 없습니다.,1
range of enum constants cannot be represented,열거형 상수의 범위를 나타낼 수 없습니다.,1
'%S' cannot be in the same scope as a class template,'%S'는 클래스 템플릿과 같은 범위에 있을 수 없습니다.,1
invalid storage class in file scope,파일 범위의 잘못된 저장소 클래스,1
const object must be initialized,const 개체를 초기화해야 합니다.,1
declaration cannot be in the same scope as class template '%S',선언은 클래스 템플릿 '%S'와 같은 범위에 있을 수 없습니다.,1
template arguments must be named,템플릿 인수의 이름을 지정해야 합니다.,1
class template '%S' is already defined,클래스 템플릿 '%S'이(가) 이미 정의되었습니다.,1
invalid storage class for an argument,인수에 대한 잘못된 스토리지 클래스,1
unions cannot have members with constructors,공용체는 생성자가 있는 구성원을 가질 수 없습니다.,1
statement is too complicated,명령문이 너무 복잡합니다.,1
'%s' is not the name of a class,'%s'은(는) 클래스 이름이 아닙니다.,1
attempt to modify a constant value,상수 값 수정 시도,1
'offsetof' is not allowed for a bit-field,'offsetof'는 비트 필드에 허용되지 않습니다.,1
base class is inherited with private access,기본 클래스가 비공개 액세스로 상속됨,1
overloaded function cannot be selected for arguments used in call,호출에 사용된 인수에 대해 오버로드된 함수를 선택할 수 없습니다.,1
"base operator operands must be "" __segment :> pointer""","기본 연산자 피연산자는 "" __segment :> 포인터""여야 합니다.",1
expression must be a pointer or a zero constant,표현식은 포인터 또는 0 상수여야 합니다.,1
left expression cannot be a pointer to 'void' or to a function,왼쪽 표현식은 'void' 또는 함수에 대한 포인터가 될 수 없습니다.,1
right expression cannot be a pointer to 'void' or to a function,오른쪽 표현식은 'void' 또는 함수에 대한 포인터가 될 수 없습니다.,1
expression cannot be a pointer to 'void' or to a function,표현식은 'void' 또는 함수에 대한 포인터일 수 없습니다.,1
'sizeof' is not allowed for a function,'sizeof'는 함수에 사용할 수 없습니다.,1
'sizeof' is not allowed for a type 'void','sizeof'는 'void' 유형에 대해 허용되지 않습니다.,1
type cannot be defined in this context,이 컨텍스트에서 유형을 정의할 수 없습니다.,1
expression cannot be used as a class template parameter,표현식은 클래스 템플릿 매개변수로 사용할 수 없습니다.,1
premature end-of-file encountered during compilation,컴파일하는 동안 파일 끝이 조기에 발견되었습니다.,1
duplicate case value '%s' after conversion to type of switch expression,switch 식의 유형으로 변환한 후 대소문자 값 '%s'이(가) 중복되었습니다.,1
declaration statement follows an if statement,선언문이 if 문 다음에 나옵니다.,1
declaration statement follows an else statement,선언문이 else 문 다음에 옵니다.,1
declaration statement follows a switch statement,선언문이 switch 문 다음에 나옵니다.,1
'this' pointer is not defined,'이' 포인터가 정의되지 않았습니다.,1
declaration statement cannot follow a while statement,선언문은 while문 다음에 올 수 없습니다.,1
declaration statement cannot follow a do statement,선언문은 do문 다음에 올 수 없습니다.,1
declaration statement cannot follow a for statement,선언문은 for문 다음에 올 수 없습니다.,1
pointer to virtual base class converted to pointer to derived class,파생 클래스에 대한 포인터로 변환된 가상 기본 클래스에 대한 포인터,1
cannot use far pointer in this context,이 컨텍스트에서 원거리 포인터를 사용할 수 없습니다.,1
returning reference to function argument or to auto or register variable,함수 인수 또는 자동 또는 등록 변수에 대한 참조 반환,1
#pragma attributes for '%S' may be inconsistent,'%S'에 대한 #pragma 속성이 일치하지 않을 수 있습니다.,1
function arguments cannot be of type 'void',함수 인수는 'void' 유형일 수 없습니다.,1
class template requires more parameters for instantiation,클래스 템플릿은 인스턴스화를 위해 더 많은 매개변수가 필요합니다.,1
class template requires less parameters for instantiation,클래스 템플릿은 인스턴스화에 필요한 매개변수가 적습니다.,1
no declared 'operator new' has arguments that match,선언된 '새로운 연산자'에 일치하는 인수가 없습니다.,1
wide character string concatenated with a simple character string,단순 문자열과 연결된 와이드 문자열,1
'offsetof' is not allowed for a static member,'offsetof'는 정적 멤버에 대해 허용되지 않습니다.,1
cannot define an array of 'void','void' 배열을 정의할 수 없습니다.,1
cannot define an array of references,참조 배열을 정의할 수 없습니다.,1
cannot define a reference to 'void','void'에 대한 참조를 정의할 수 없습니다.,1
cannot define a reference to another reference,다른 참조에 대한 참조를 정의할 수 없습니다.,1
cannot define a pointer to a reference,참조에 대한 포인터를 정의할 수 없습니다.,1
cannot initialize array with 'operator new','새로운 연산자'로 배열을 초기화할 수 없습니다.,1
'%N' is a variable of type 'void','%N'은 'void' 유형의 변수입니다.,1
cannot define a member pointer to a reference,참조에 대한 멤버 포인터를 정의할 수 없습니다.,1
function '%S' is not distinct,함수 '%S'이(가) 구별되지 않습니다.,1
overloaded function is ambiguous for arguments used in call,오버로드된 함수가 호출에 사용된 인수에 대해 모호합니다.,1
declared 'operator new' is ambiguous for arguments used,선언된 '새로운 연산자'가 사용된 인수에 대해 모호합니다.,1
function '%S' has already been defined,함수 '%S'이(가) 이미 정의되었습니다.,1
expression on left is an array,왼쪽의 표현식은 배열입니다.,1
user-defined conversion has a return type,사용자 정의 변환에 반환 유형이 있습니다.,1
user-defined conversion must be a function,사용자 정의 변환은 함수여야 합니다.,1
user-defined conversion has an argument list,사용자 정의 변환에 인수 목록이 있습니다.,1
destructor has a return type,소멸자에 반환 유형이 있습니다.,1
destructor must be a function,소멸자는 함수여야 합니다.,1
destructor has an argument list,소멸자에 인수 목록이 있습니다.,1
'%N' must be a function,'%N'은(는) 함수여야 합니다.,1
'%N' is not a function,'%N'은(는) 함수가 아닙니다.,1
nested type 'class %s' has not been declared,중첩 유형 '클래스 %s'이(가) 선언되지 않았습니다.,1
'enum %s' has not been declared,'열거 %s'이(가) 선언되지 않았습니다.,1
'class %s' has not been declared,'클래스 %s'이(가) 선언되지 않았습니다.,1
only one initializer argument allowed for a scalar type,스칼라 유형에 대해 하나의 초기화 인수만 허용됨,1
default arguments are not part of a function's type,기본 인수가 함수 유형의 일부가 아닙니다.,1
missing default arguments,누락된 기본 인수,1
overloaded operator cannot have default arguments,오버로드된 연산자는 기본 인수를 가질 수 없습니다.,1
left expression is not a pointer to a constant object,왼쪽 식은 상수 개체에 대한 포인터가 아닙니다.,1
cannot redefine default argument for '%S','%S'에 대한 기본 인수를 재정의할 수 없습니다.,1
using default arguments would be overload ambiguous with '%S',기본 인수를 사용하면 '%S'로 모호한 오버로드가 발생합니다.,1
using default arguments would be overload ambiguous with '%S' using default arguments,기본 인수를 사용하면 기본 인수를 사용하는 '%S'로 모호한 오버로드가 발생합니다.,1
missing default argument for '%S','%S'에 대한 기본 인수가 없습니다.,1
enum references must have an identifier,열거형 참조에는 식별자가 있어야 합니다.,1
class declaration has not been seen for '~%s','~%s'에 대한 클래스 선언을 볼 수 없습니다.,1
a '::' qualifier cannot be used in this context,이 컨텍스트에서는 '::' 한정자를 사용할 수 없습니다.,1
'%S' has not been declared as a member,'%S'은(는) 구성원으로 선언되지 않았습니다.,1
default argument expression cannot use function argument '%S',기본 인수 표현식은 함수 인수 '%S'를 사용할 수 없습니다.,1
default argument expression cannot use local variable '%S',기본 인수 표현식은 지역 변수 '%S'를 사용할 수 없습니다.,1
access declarations may only be 'public' or 'protected',액세스 선언은 '공개' 또는 '보호'만 가능합니다.,1
cannot declare both a function and variable of the same name ('%N'),같은 이름('%N')의 함수와 변수를 둘 다 선언할 수 없습니다.,1
class in access declaration ('%T') must be a direct base class,액세스 선언의 클래스('%T')는 직접 기본 클래스여야 합니다.,1
overloaded functions ('%N') do not have the same access,오버로드된 함수('%N')에는 동일한 액세스 권한이 없습니다.,1
cannot grant access to '%N','%N'에 대한 액세스 권한을 부여할 수 없습니다.,1
cannot reduce access to '%N','%N'에 대한 액세스를 줄일 수 없습니다.,1
nested class '%N' has not been defined,중첩 클래스 '%N'이(가) 정의되지 않았습니다.,1
user-defined conversion must be a non-static member function,사용자 정의 변환은 비정적 멤버 함수여야 합니다.,1
destructor must be a non-static member function,소멸자는 비정적 멤버 함수여야 합니다.,1
'%N' must be a non-static member function,'%N'은(는) 정적이 아닌 멤버 함수여야 합니다.,1
'%N' must have one argument,'%N'에는 하나의 인수가 있어야 합니다.,1
'%N' must have two arguments,'%N'에는 두 개의 인수가 있어야 합니다.,1
'%N' must have either one argument or two arguments,'%N'에는 하나의 인수 또는 두 개의 인수가 있어야 합니다.,1
'%N' must have at least one argument,'%N'에는 최소한 하나의 인수가 있어야 합니다.,1
'%N' must have a return type of 'void','%N'은(는) 반환 유형이 'void'여야 합니다.,1
'%N' must have a return type of 'void *','%N'은(는) 'void *'의 반환 유형을 가져야 합니다.,1
the first argument of '%N' must be of type 'size_t','%N'의 첫 번째 인수는 'size_t' 유형이어야 합니다.,1
the first argument of '%N' must be 'void *','%N'의 첫 번째 인수는 '무효 *'여야 합니다.,1
the second argument of '%N' must be of type 'size_t','%N'의 두 번째 인수는 'size_t' 유형이어야 합니다.,1
the second argument of 'operator ++' or 'operator --' must be 'int','연산자 ++' 또는 '연산자 --'의 두 번째 인수는 'int'여야 합니다.,1
return type of '%S' must allow the '->' operator tobe applied,'%S'의 반환 유형은 '->' 연산자를 적용할 수 있어야 합니다.,1
'%N' must take at least one argument of a class/enum or a reference to a class/enum,'%N'은(는) 클래스/열거형 또는 클래스/열거형에 대한 참조를 하나 이상 가져와야 합니다.,1
too many initializers,너무 많은 초기화 프로그램,1
too many initializers for character string,문자열에 대한 초기화 프로그램이 너무 많습니다.,1
expecting '%s' but found expression,'%s'을(를) 예상했지만 표현식을 찾았습니다.,1
anonymous struct/union member '%N' cannot be declared in this class,이 클래스에서 익명 구조체/공집합 멤버 '%N'을(를) 선언할 수 없습니다.,1
unexpected '%s' during initialization,초기화하는 동안 예기치 않은 '%s',1
nested type '%N' cannot be declared in this class,이 클래스에서 중첩 형식 '%N'을(를) 선언할 수 없습니다.,1
enumerator '%N' cannot be declared in this class,이 클래스에서 열거자 '%N'을(를) 선언할 수 없습니다.,1
static member '%N' cannot be declared in this class,이 클래스에서 정적 멤버 '%N'을(를) 선언할 수 없습니다.,1
a constructor cannot have a return type,생성자는 반환 형식을 가질 수 없습니다.,1
a constructor cannot be a static member,생성자는 정적 멤버가 될 수 없습니다.,1
invalid copy constructor argument list (causes infinite recursion),유효하지 않은 복사 생성자 인수 목록(무한 재귀 발생),1
a constructor cannot be declared 'const' or 'volatile',생성자는 'const' 또는 'volatile'로 선언될 수 없습니다.,1
a constructor cannot be 'virtual',생성자는 '가상'일 수 없습니다.,1
types do not match in simple type destructor,단순 유형 소멸자에서 유형이 일치하지 않습니다.,1
overloaded operator is ambiguous for operands used,오버로드된 연산자가 사용된 피연산자에 대해 모호합니다.,1
feature not implemented,기능이 구현되지 않음,1
invalid friend declaration,잘못된 친구 선언,1
friend declarations may only be declared in a class,친구 선언은 클래스에서만 선언될 수 있습니다.,1
class friend declaration needs 'class' or 'struct' keyword,클래스 친구 선언에는 'class' 또는 'struct' 키워드가 필요합니다.,1
class friend declarations cannot contain a class definition,클래스 친구 선언은 클래스 정의를 포함할 수 없습니다.,1
'%T' has already been declared as a friend,'%T'은(는) 이미 친구로 선언되었습니다.,1
function '%S' has already been declared as a friend,함수 '%S'은(는) 이미 친구로 선언되었습니다.,1
"'friend', 'virtual' or 'inline' modifiers are not part of a function's type","'friend', 'virtual' 또는 'inline' 수정자는 함수 유형의 일부가 아닙니다.",1
cannot assign right expression to element on left,왼쪽 요소에 오른쪽 표현식을 할당할 수 없습니다.,1
constructor is ambiguous for operands used,사용된 피연산자에 대해 생성자가 모호합니다.,1
'class %s' has not been defined,'클래스 %s'이(가) 정의되지 않았습니다.,1
all bit-fields in a union must be named,공용체의 모든 비트 필드 이름을 지정해야 합니다.,1
cannot convert expression to type of cast,표현식을 캐스트 유형으로 변환할 수 없습니다.,1
conversion ambiguity: [expression] to [cast type],변환 모호성: [표현식]에서 [캐스트 유형]으로,1
an anonymous class without a declarator is useless,선언자가 없는 익명 클래스는 쓸모가 없습니다.,1
global anonymous union must be declared 'static',전역 익명 공용체는 '정적'으로 선언되어야 합니다.,1
anonymous struct/union cannot have storage class in this context,익명 구조체/공용체는 이 컨텍스트에서 스토리지 클래스를 가질 수 없습니다.,1
union contains a 'protected' member,조합에 '보호된' 구성원이 있습니다.,1
anonymous struct/union contains a private member '%S',익명 구조체/공용체에 개인 멤버 '%S'이(가) 포함되어 있습니다.,1
anonymous struct/union contains a function member '%S',익명 구조체/공용체에 함수 멤버 '%S'이(가) 포함되어 있습니다.,1
anonymous struct/union contains a typedef member '%S',익명 구조체/공용체에 typedef 멤버 '%S'이(가) 포함되어 있습니다.,1
anonymous struct/union contains an enumeration member '%S',익명 구조체/공용체에 열거형 멤버 '%S'이(가) 포함되어 있습니다.,1
anonymous struct/union member '%s' is not distinct in enclosing scope,익명 구조체/공용체 멤버 '%s'은(는) 둘러싸는 범위에서 구별되지 않습니다.,1
unions cannot have members with destructors,공용체는 소멸자가 있는 구성원을 가질 수 없습니다.,1
unions cannot have members with user-defined assignment operators,공용체는 사용자 정의 할당 연산자가 있는 구성원을 가질 수 없습니다.,1
anonymous struct/union cannot have any friends,익명 구조체/공용체는 친구를 가질 수 없습니다.,1
specific versions of template classes can only be defined in file scope,템플릿 클래스의 특정 버전은 파일 범위에서만 정의할 수 있습니다.,1
anonymous union in a function may only be 'static' or 'auto',함수의 익명 합집합은 '정적' 또는 '자동'일 수 있습니다.,1
static data members are not allowed in a local class,정적 데이터 멤버는 로컬 클래스에서 허용되지 않습니다.,1
conversion ambiguity: [return value] to [return type of function],변환 모호성: [반환 값]에서 [함수의 반환 유형]으로,1
conversion of return value is impossible,반환 값의 변환이 불가능합니다.,1
function cannot return a pointer based on __self,함수는 __self를 기반으로 하는 포인터를 반환할 수 없습니다.,1
defining '%S' is not possible because its type has unknown size,유형이 알 수 없는 크기 때문에 '%S'을(를) 정의할 수 없습니다.,1
a typedef cannot be initialized,typedef를 초기화할 수 없습니다.,1
storage class of '%S' conflicts with previous declaration,'%S'의 스토리지 클래스가 이전 선언과 충돌합니다.,1
modifiers of '%S' conflict with previous declaration,'%S' 수정자가 이전 선언과 충돌합니다.,1
a function cannot be initialized,함수를 초기화할 수 없습니다.,1
access permission of nested class '%T' conflicts with previous declaration,중첩 클래스 '%T'의 액세스 권한이 이전 선언과 충돌합니다.,1
*** FATAL *** internal error in front end,*** 치명적 *** 프런트 엔드 내부 오류,1
cannot convert argument to type specified in function prototype,함수 프로토타입에 지정된 형식으로 인수를 변환할 수 없습니다.,1
conversion ambiguity: [argument] to [argument type in prototype],변환 모호성: [인수]에서 [프로토타입의 인수 유형]으로,1
cannot be based on based pointer '%S',기반 포인터 '%S'을(를) 기반으로 할 수 없습니다.,1
declaration specifiers are required to declare '%N','%N'을(를) 선언하려면 선언 지정자가 필요합니다.,1
nested functions are not allowed,중첩된 함수는 허용되지 않습니다.,1
cannot define a __based reference,__기반 참조를 정의할 수 없습니다,1
conversion ambiguity: conversion to common pointer type,변환 모호성: 공통 포인터 유형으로의 변환,1
cannot construct object from argument(s),인수에서 개체를 구성할 수 없습니다.,1
number of arguments for function '%S' is incorrect,함수 '%S'의 인수 수가 잘못되었습니다.,1
private base class accessed to convert cast expression,캐스트 표현식을 변환하기 위해 액세스한 개인용 기본 클래스,1
private base class accessed to convert return expression,반환 식을 변환하기 위해 액세스한 비공개 기본 클래스,1
cannot subtract pointers to different objects,다른 개체에 대한 포인터를 뺄 수 없습니다.,1
private base class accessed to convert to common pointer type,공용 포인터 유형으로 변환하기 위해 액세스한 개인용 기본 클래스,1
protected base class accessed to convert cast expression,캐스트 표현식을 변환하기 위해 액세스된 보호된 기본 클래스,1
protected base class accessed to convert return expression,반환 식을 변환하기 위해 액세스된 보호된 기본 클래스,1
cannot define a member pointer with a memory model modifier,메모리 모델 수정자로 멤버 포인터를 정의할 수 없습니다.,1
protected base class accessed to convert to common pointer type,공통 포인터 유형으로 변환하기 위해 액세스된 보호된 기본 클래스,1
non-type parameter supplied for a type argument,유형 인수에 대해 유형이 아닌 매개변수가 제공됨,1
type parameter supplied for a non-type argument,유형이 아닌 인수에 유형 매개변수가 제공됨,1
cannot access enclosing function's auto variable '%S',둘러싸는 함수의 자동 변수 '%S'에 액세스할 수 없습니다.,1
cannot initialize pointer to non-constant with a pointer to constant,상수에 대한 포인터로 상수가 아닌 것에 대한 포인터를 초기화할 수 없습니다.,1
unsigned or pointer expression is always >= 0,부호 없는 또는 포인터 표현식은 항상 >= 0입니다.,1
unsigned or pointer expression is never < 0,부호가 없거나 포인터 식이 절대 <0이 아닙니다.,1
a type cannot be used in this context,이 컨텍스트에서는 형식을 사용할 수 없습니다.,1
a virtual function may only be declared in a class,가상 함수는 클래스에서만 선언될 수 있습니다.,1
'%T' referenced as a union,공용체로 참조된 '%T',1
'union %T' referenced as a class,클래스로 참조된 'union %T',1
cannot define a pointer to an array of unknown dimension,알 수 없는 차원의 배열에 대한 포인터를 정의할 수 없습니다.,1
function members must be inline in a local class,함수 멤버는 로컬 클래스에서 인라인이어야 합니다.,1
a local class can only have its containing function as a friend,로컬 클래스는 포함하는 기능을 친구로만 가질 수 있습니다.,1
local class cannot have '%S' as a friend,지역 클래스는 '%S'을(를) 친구로 가질 수 없습니다.,1
"adjacent !=, >=, <=, >, < operators","인접한 !=, >=, <=, >, < 연산자",1
cannot access enclosing function's argument '%S',둘러싸는 함수의 인수 '%S'에 액세스할 수 없습니다.,1
support for switch '%s' is not implemented,스위치 '%s'에 대한 지원이 구현되지 않았습니다.,1
conditional expression in if statement is always true,if 문의 조건식은 항상 true입니다.,1
conditional expression in if statement is always false,if 문의 조건식은 항상 false입니다.,1
selection expression in switch statement is a constant value,switch 문의 선택 식이 상수 값입니다.,1
a constructor is required for a class with a const member,const 멤버가 있는 클래스에는 생성자가 필요합니다.,1
a constructor is required for a class with a reference member,참조 멤버가 있는 클래스에 생성자가 필요합니다.,1
inline member friend function '%S' is not allowed,인라인 멤버 친구 함수 '%S'은(는) 허용되지 않습니다.,1
memory model modifiers are not allowed for auto variables,메모리 모델 수정자는 자동 변수에 허용되지 않습니다.,1
object (or object pointer) required to access non-static data member,비정적 데이터 멤버에 액세스하는 데 필요한 개체(또는 개체 포인터),1
user-defined conversion has not been declared,사용자 정의 변환이 선언되지 않았습니다.,1
a virtual function must be a non-static member function,가상 함수는 비정적 멤버 함수여야 합니다.,1
protected base class accessed to convert argument expression,인수 표현식을 변환하기 위해 액세스된 보호된 기본 클래스,1
private base class accessed to convert argument expression,인수 표현식을 변환하기 위해 액세스한 비공개 기본 클래스,1
'delete' expression will invoke a non-virtual destructor,'delete' 식은 비가상 소멸자를 호출합니다.,1
'offsetof' is not allowed for a function,'offsetof'는 함수에 사용할 수 없습니다.,1
'offsetof' is not allowed for an enumeration,열거형에 'offsetof'를 사용할 수 없습니다.,1
'offsetof' is not allowed for second operand,'offsetof'는 두 번째 피연산자에 사용할 수 없습니다.,1
'offsetof' isn't allowed for an undefined type,'offsetof'는 정의되지 않은 유형에 대해 허용되지 않습니다.,1
attempt to override virtual function '%S' with a different return type,다른 반환 유형으로 가상 함수 '%S'을(를) 재정의하려고 시도했습니다.,1
attempt to overload function '%S' with a different return type,다른 반환 유형으로 함수 '%S'을(를) 오버로드하려고 시도했습니다.,1
attempt to use pointer to undefined class,정의되지 않은 클래스에 대한 포인터 사용 시도,1
expression is useful only for its side effects,표현은 부작용에만 유용합니다.,1
integral constant will be truncated during assignment or initialization,할당 또는 초기화 중에 정수 상수가 잘립니다.,1
integral value may be truncated during assignment or initialization,할당 또는 초기화 중에 정수 값이 잘릴 수 있습니다.,1
cannot generate default constructor to initialize '%T' since constructors were declared,생성자가 선언되었으므로 '%T'을(를) 초기화하기 위한 기본 생성자를 생성할 수 없습니다.,1
assignment found in boolean expression,부울 식에서 할당을 찾았습니다.,1
'%F' defined %L,'%F' 정의된 %L,1
included from %F(%L),%F(%L)에서 포함됨,1
reference object must be initialized,참조 개체를 초기화해야 합니다.,1
identifiers that contain a double underscore '__' should be avoided ('%N'),이중 밑줄 '__'을 포함하는 식별자는 피해야 합니다('%N').,1
'main' cannot be overloaded,'메인'을 오버로드할 수 없습니다.,1
a 'new' expression cannot allocate a 'void','new' 표현식은 'void'를 할당할 수 없습니다.,1
a 'new' expression cannot allocate a function,'새' 식은 함수를 할당할 수 없습니다.,1
'new' expression allocates a 'const' or 'volatile' object,'new' 표현식은 'const' 또는 'volatile' 개체를 할당합니다.,1
cannot convert right expression for initialization,초기화를 위한 올바른 표현식을 변환할 수 없습니다.,1
conversion ambiguity: [initialization expression] to [type of object],변환 모호성: [초기화 표현식]에서 [객체 유형]으로,1
class template '%S' has already been declared as a friend,클래스 템플릿 '%S'은(는) 이미 친구로 선언되었습니다.,1
private base class accessed to convert initialization expression,초기화 식을 변환하기 위해 액세스한 비공개 기본 클래스,1
protected base class accessed to convert initialization expression,초기화 식을 변환하기 위해 액세스된 보호된 기본 클래스,1
cannot return a pointer or reference to a constant object,상수 개체에 대한 포인터나 참조를 반환할 수 없습니다.,1
cannot pass a pointer or reference to a constant object,상수 개체에 대한 포인터 또는 참조를 전달할 수 없습니다.,1
class templates must be named,클래스 템플릿의 이름을 지정해야 합니다.,1
function templates can only name functions,함수 템플릿은 함수의 이름만 지정할 수 있습니다.,1
template argument '%S' is not used in the function argument list,템플릿 인수 '%S'은(는) 함수 인수 목록에서 사용되지 않습니다.,1
destructor cannot be declared 'const' or 'volatile',소멸자를 'const' 또는 'volatile'로 선언할 수 없습니다.,1
static member function cannot be declared 'const' or 'volatile',정적 멤버 함수는 'const' 또는 'volatile'로 선언할 수 없습니다.,1
only member functions can be declared 'const' or 'volatile',멤버 함수만 'const' 또는 'volatile'로 선언할 수 있습니다.,1
'const' or 'volatile' modifiers are not part of a function's type,'const' 또는 'volatile' 수정자는 함수 유형의 일부가 아닙니다.,1
type cannot be defined in an argument,인수에 유형을 정의할 수 없습니다.,1
type cannot be defined or declared in a return type,반환 형식에서 형식을 정의하거나 선언할 수 없습니다.,1
data members cannot be initialized inside a class definition,클래스 정의 내에서 데이터 멤버를 초기화할 수 없습니다.,1
only virtual functions may be declared pure,가상 함수만 순수로 선언할 수 있습니다.,1
destructor is not declared in its proper class,소멸자가 적절한 클래스에서 선언되지 않았습니다.,1
cannot call non-const function for a constant object,상수 개체에 대해 비 const 함수를 호출할 수 없습니다.,1
a memory initializer list may only appear in a constructor definition,메모리 이니셜라이저 목록은 생성자 정의에만 나타날 수 있습니다.,1
cannot initialize member '%N' twice,멤버 '%N'을(를) 두 번 초기화할 수 없습니다.,1
cannot initialize base class '%T' twice,기본 클래스 '%T'을(를) 두 번 초기화할 수 없습니다.,1
'%T' is not a direct base class,'%T'은(는) 직접적인 기본 클래스가 아닙니다.,1
'%N' cannot be initialized because it is not a member,'%N'은(는) 구성원이 아니므로 초기화할 수 없습니다.,1
'%N' cannot be initialized because it is a member function,'%N'은(는) 멤버 함수이므로 초기화할 수 없습니다.,1
'%N' cannot be initialized because it is a static member,'%N'은(는) 정적 멤버이므로 초기화할 수 없습니다.,1
'%N' has not been declared as a member,'%N'은(는) 구성원으로 선언되지 않았습니다.,1
member '%S' does not have an initializer,멤버 '%S'에 이니셜라이저가 없습니다.,1
abstract class '%T' cannot be used as an argument type,추상 클래스 '%T'는 인수 형식으로 사용할 수 없습니다.,1
abstract class '%T' cannot be used as a function return type,추상 클래스 '%T'는 함수 반환 형식으로 사용할 수 없습니다.,1
defining '%S' is not possible because '%T' is an abstract class,'%T'는 추상 클래스이기 때문에 '%S'를 정의할 수 없습니다.,1
cannot convert to an abstract class '%T',추상 클래스 '%T'로 변환할 수 없습니다.,1
mangled name for '%S' has been truncated,'%S'의 이름이 잘렸습니다.,1
cannot convert to a type of unknown size,알 수 없는 크기 유형으로 변환할 수 없습니다.,1
cannot convert a type of unknown size,알 수 없는 크기의 유형을 변환할 수 없습니다.,1
cannot construct an abstract class '%T',추상 클래스 '%T'을(를) 구성할 수 없습니다.,1
cannot construct an undefined class '%T',정의되지 않은 클래스 '%T'을(를) 구성할 수 없습니다.,1
string literal concatenated during array initialization,배열 초기화 중에 연결된 문자열 리터럴,1
maximum size of segment '%s' has been exceeded for '%S',세그먼트 '%s'의 최대 크기가 '%S'에 대해 초과되었습니다.,1
maximum data item size has been exceeded for '%S','%S'에 대한 최대 데이터 항목 크기를 초과했습니다.,1
a function attribute has been repeated,함수 속성이 반복되었습니다.,1
a modifier has been repeated,수정자가 반복되었습니다.,1
illegal combination of memory model modifiers,메모리 모델 수정자의 잘못된 조합,1
