Q,A,label
argument name '%N' has already been used,인수 이름 '%N'이(가) 이미 사용되었습니다.,1
function definition for '%S' must be declared with an explicit argument list,'%S'에 대한 함수 정의는 명시적 인수 목록과 함께 선언되어야 합니다.,1
user-defined conversion cannot return its own class,사용자 정의 변환은 자체 클래스를 반환할 수 없습니다.,1
#pragma contains too many bytes,#pragma에 너무 많은 바이트가 포함되어 있습니다.,1
expecting identifier,식별자 예상,1
symbol '%S' does not have a segment associated with it,기호 '%S'에는 연결된 세그먼트가 없습니다.,1
symbol '%S' must have integral or pointer type,기호 '%S'에는 정수 또는 포인터 유형이 있어야 합니다.,1
symbol '%S' cannot be accessed in all contexts,모든 컨텍스트에서 '%S' 기호에 액세스할 수 없습니다.,1
cannot convert class expression to be copied,복사할 클래스 표현식을 변환할 수 없습니다.,1
conversion ambiguity: multiple copy constructors,변환 모호성: 여러 복사 생성자,1
function template '%S' already has a definition,함수 템플릿 '%S'에 이미 정의가 있습니다.,1
function templates cannot have default arguments,함수 템플릿은 기본 인수를 가질 수 없습니다.,1
'main' cannot be a function template,'main'은 함수 템플릿이 될 수 없습니다.,1
'%S' was previously declared as a typedef,'%S'은(는) 이전에 typedef로 선언되었습니다.,1
'%S' was previously declared as a variable/function,'%S'는 이전에 변수/함수로 선언되었습니다.,1
private base class accessed to convert assignment expression,할당 식을 변환하기 위해 액세스한 비공개 기본 클래스,1
protected base class accessed to convert assignment expression,할당 식을 변환하기 위해 액세스된 보호된 기본 클래스,1
maximum size of DGROUP has been exceeded for '%S' in segment '%s',세그먼트 '%s'의 '%S'에 대한 DGROUP의 최대 크기를 초과했습니다.,1
type of return value is not the enumeration type of function,반환 값의 유형이 함수의 열거 유형이 아닙니다.,1
linkage must be first in a declaration; probable cause: missing ';',연결은 선언에서 첫 번째여야 합니다. 가능한 원인: ';' 누락,1
'main' cannot be a static function,'메인'은 정적 함수일 수 없습니다.,1
'main' cannot be an inline function,'main'은 인라인 함수가 될 수 없습니다.,1
'main' cannot be referenced,'주'를 참조할 수 없습니다.,1
cannot call a non-volatile function for a volatile object,휘발성 개체에 대한 비휘발성 함수를 호출할 수 없습니다.,1
cannot convert pointer to constant or volatile objects to 'void*',상수 또는 휘발성 개체에 대한 포인터를 'void*'로 변환할 수 없습니다.,1
cannot convert pointer to constant or non-volatile objects to 'volatile void*',상수 또는 비휘발성 개체에 대한 포인터를 '휘발성 무효*'로 변환할 수 없습니다.,1
address of function is too large to be converted to 'void*',함수의 주소가 너무 커서 'void*'로 변환할 수 없습니다.,1
address of data object is too large to be converted to 'void*',데이터 개체의 주소가 너무 커서 'void*'로 변환할 수 없습니다.,1
expression with side effect in 'sizeof' discarded,'sizeof'에 부작용이 있는 표현식이 삭제되었습니다.,1
function argument(s) do not match those in prototype,함수 인수가 프로토타입의 인수와 일치하지 않습니다.,1
conversion ambiguity: [expression] to [class object],변환 모호성: [표현식]에서 [클래스 개체]로,1
cannot assign right expression to class object,클래스 개체에 올바른 표현을 할당할 수 없습니다.,1
argument count is %d since there is an implicit 'this' argument,암시적 'this' 인수가 있으므로 인수 개수는 %d입니다.,1
argument count is %d since there is no implicit 'this' argument,암시적 'this' 인수가 없기 때문에 인수 개수는 %d입니다.,1
argument count is %d for a non-member function,비멤버 함수에 대한 인수 개수는 %d입니다.,1
conversion ambiguity: multiple copy constructors to copy array '%S',변환 모호성: 배열 '%S'를 복사하기 위한 여러 복사 생성자,1
variable/function has the same name as the class/enum '%S',변수/함수는 클래스/열거 '%S'과(와) 같은 이름을 가집니다.,1
class/enum has the same name as the function/variable '%S',클래스/열거형은 함수/변수 '%S'과(와) 같은 이름을 가집니다.,1
cannot create a default constructor,기본 생성자를 만들 수 없습니다.,1
attempting to access default constructor for %T,%T의 기본 생성자에 액세스하려고 합니다.,1
cannot align symbol '%S' to segment boundary,기호 '%S'을(를) 세그먼트 경계에 정렬할 수 없습니다.,1
friend declaration does not specify a class or function,친구 선언이 클래스나 함수를 지정하지 않습니다.,1
cannot take address of overloaded function,오버로드된 함수의 주소를 사용할 수 없습니다.,1
cannot use address of overloaded function as a variable argument,오버로드된 함수의 주소를 변수 인수로 사용할 수 없습니다.,1
'%N' cannot be overloaded,'%N'은(는) 오버로드할 수 없습니다.,1
symbol '%S' has already been initialized,기호 '%S'은(는) 이미 초기화되었습니다.,1
'delete' expression is a pointer to a function,'삭제' 식은 함수에 대한 포인터입니다.,1
cannot delete pointer to constant data,상수 데이터에 대한 포인터를 삭제할 수 없습니다.,1
'delete' expression is not a pointer to data,'삭제' 식은 데이터에 대한 포인터가 아닙니다.,1
template argument is not a constant expression,템플릿 인수가 상수 표현식이 아닙니다.,1
template argument is not an external linkage symbol,템플릿 인수가 외부 연결 기호가 아닙니다.,1
conversion of const reference to volatile reference,const 참조를 휘발성 참조로 변환,1
conversion of volatile reference to const reference,휘발성 참조를 const 참조로 변환,1
conversion of const or volatile reference to plain reference,const 또는 volatile 참조를 일반 참조로 변환,1
syntax error before '%s'; probable cause: incorrectly spelled type name,'%s' 앞에 구문 오류가 있습니다. 가능한 원인: 철자가 잘못된 유형 이름,1
object (or object pointer) required to access non-static member function,비정적 멤버 함수에 액세스하는 데 필요한 개체(또는 개체 포인터),1
object (or object pointer) cannot be used to access function,개체(또는 개체 포인터)를 사용하여 기능에 액세스할 수 없습니다.,1
object (or object pointer) cannot be used to access data,개체(또는 개체 포인터)를 사용하여 데이터에 액세스할 수 없습니다.,1
cannot access member function in enclosing class,둘러싸는 클래스의 멤버 함수에 액세스할 수 없습니다.,1
cannot access data member in enclosing class,둘러싸는 클래스의 데이터 멤버에 액세스할 수 없습니다.,1
syntax error before type name '%s',유형 이름 '%s' 앞에 구문 오류가 있습니다.,1
implementation restriction: cannot generate thunk from '%S' to '%S',구현 제한: '%S'에서 '%S'(으)로의 썽크를 생성할 수 없습니다.,1
conversion of __based( void ) pointer to virtual base class,가상 기본 클래스에 대한 __based( void ) 포인터 변환,1
class for left operand is not derived from class for right operand,왼쪽 피연산자의 클래스가 오른쪽 피연산자의 클래스에서 파생되지 않았습니다.,1
conversion ambiguity: [pointer to class member] to [assignment object],변환 모호성: [클래스 구성원에 대한 포인터]에서 [할당 개체]로,1
conversion of pointer to class member involves a private base class,클래스 멤버에 대한 포인터 변환에는 개인 기본 클래스가 포함됩니다.,1
conversion of pointer to class member involves a protected base class,보호된 기본 클래스가 포함된 클래스 멤버에 대한 포인터 변환,1
item is neither a non-static member function nor data member,항목이 비정적 멤버 함수도 데이터 멤버도 아닙니다.,1
function address cannot be converted to pointer to class member,함수 주소를 클래스 멤버에 대한 포인터로 변환할 수 없습니다.,1
conversion ambiguity: [address of function] to [pointer to class member],변환 모호성: [함수의 주소]에서 [클래스 멤버에 대한 포인터]로,1
addressed function is in a private base class,주소가 지정된 기능이 전용 기본 클래스에 있습니다.,1
addressed function is in a protected base class,주소 지정된 기능이 보호된 기본 클래스에 있습니다.,1
class for object is not defined,개체에 대한 클래스가 정의되지 않았습니다.,1
left expression is not a class object,왼쪽 식은 클래스 개체가 아닙니다.,1
right expression is not a pointer to class member,오른쪽 표현식은 클래스 멤버에 대한 포인터가 아닙니다.,1
cannot convert pointer to class of member pointer,포인터를 멤버 포인터의 클래스로 변환할 수 없습니다.,1
conversion ambiguity: [pointer] to [class of pointer to class member],변환 모호성: [포인터]에서 [클래스 멤버에 대한 포인터 클래스]로,1
conversion of pointer to class of member pointer involves a private base class,포인터를 멤버 포인터의 클래스로 변환하는 데 개인 기본 클래스가 포함됩니다.,1
conversion of pointer to class of member pointer involves a protected base class,멤버 포인터의 클래스에 대한 포인터 변환에는 보호된 기본 클래스가 포함됩니다.,1
cannot convert object to class of member pointer,개체를 멤버 포인터의 클래스로 변환할 수 없습니다.,1
conversion ambiguity: [object] to [class object of pointer to class member],변환 모호성: [객체]에서 [클래스 멤버에 대한 포인터의 클래스 객체]로,1
conversion of object to class of member pointer involves a private base class,개체를 멤버 포인터의 클래스로 변환하는 데 개인 기본 클래스가 포함됩니다.,1
conversion of object to class of member pointer involves a protected base class,개체를 멤버 포인터의 클래스로 변환하면 보호된 기본 클래스가 포함됩니다.,1
conversion of pointer to class member from a derived to a base class,파생 클래스에서 기본 클래스로의 클래스 멤버에 대한 포인터 변환,1
form is '#pragma inline_recursion en' where 'en' is 'on' or 'off',양식은 '#pragma inline_recursion en'이며 여기서 'en'은 'on' 또는 'off'입니다.,1
expression for number of array elements must be integral,배열 요소 수에 대한 표현식은 정수여야 합니다.,1
function accessed with '.*' or '->*' can only be called,'.*' 또는 '->*'로 액세스한 함수는 호출할 수만 있습니다.,1
"left operand must be a pointer, pointer to class member, or arithmetic","왼쪽 피연산자는 포인터, 클래스 멤버에 대한 포인터 또는 산술이어야 합니다.",1
"right operand must be a pointer, pointer to class member, or arithmetic","오른쪽 피연산자는 포인터, 클래스 멤버에 대한 포인터 또는 산술이어야 합니다.",1
neither pointer to class member can be converted to the other,클래스 멤버에 대한 포인터를 다른 포인터로 변환할 수 없습니다.,1
left operand is not a valid pointer to class member,왼쪽 피연산자는 클래스 멤버에 대한 유효한 포인터가 아닙니다.,1
right operand is not a valid pointer to class member,오른쪽 피연산자는 클래스 멤버에 대한 유효한 포인터가 아닙니다.,1
cannot use '.*' nor '->*' with pointer to class member with zero value,값이 0인 클래스 멤버에 대한 포인터와 함께 '.*' 또는 '->*'를 사용할 수 없습니다.,1
operand is not a valid pointer to class member,피연산자는 클래스 멤버에 대한 유효한 포인터가 아닙니다.,1
destructor can be invoked only with '.' or '->',소멸자는 '.'로만 호출할 수 있습니다. 또는 '->',1
class of destructor must be class of object being destructed,소멸자의 클래스는 소멸되는 개체의 클래스여야 합니다.,1
destructor is not properly qualified,소멸자가 적절하지 않습니다.,1
pointers to class members reference different object types,클래스 멤버에 대한 포인터가 다른 개체 유형을 참조합니다.,1
operand must be pointer to class or struct,피연산자는 클래스 또는 구조체에 대한 포인터여야 합니다.,1
expression must have 'void' type,표현식에는 'void' 유형이 있어야 합니다.,1
expression types do not match for ':' operator,표현식 유형이 ':' 연산자와 일치하지 않습니다.,1
cannot create an undefined type with 'operator new','새로운 연산자'로 정의되지 않은 유형을 만들 수 없습니다.,1
cannot delete a pointer to an undefined type,정의되지 않은 형식에 대한 포인터를 삭제할 수 없습니다.,1
cannot access '%S' through a private base class,개인 기본 클래스를 통해 '%S'에 액세스할 수 없습니다.,1
cannot access '%S' through a protected base class,보호된 기본 클래스를 통해 '%S'에 액세스할 수 없습니다.,1
'sizeof' operand contains compiler generated information,'sizeof' 피연산자에 컴파일러 생성 정보가 포함되어 있습니다.,1
cannot convert ':' operands to a common reference type,':' 피연산자를 공통 참조 유형으로 변환할 수 없습니다.,1
conversion ambiguity: [reference to object] to [type of opposite ':' operand],변환 모호성: [객체에 대한 참조]에서 [반대쪽 ':' 피연산자의 유형],1
conversion of reference to ':' object involves a private base class,':' 개체에 대한 참조 변환에 개인 기본 클래스가 포함됩니다.,1
conversion of reference to ':' object involves a protected base class,':' 개체에 대한 참조 변환에는 보호된 기본 클래스가 포함됩니다.,1
"expression must have type arithmetic, pointer, or pointer to class member","식에는 산술, 포인터 또는 클래스 멤버에 대한 포인터 유형이 있어야 합니다.",1
expression for 'while' is always false,'while'에 대한 식은 항상 거짓입니다.,1
testing expression for 'for' is always false,'for'에 대한 테스트 표현식은 항상 false입니다.,1
message number is invalid,메시지 번호가 잘못되었습니다.,1
warning level must be an integer in range 0 to 9,경고 수준은 0에서 9 사이의 정수여야 합니다.,1
function '%S' cannot be defined because it is generated by the compiler,함수 '%S'은(는) 컴파일러에 의해 생성되었기 때문에 정의할 수 없습니다.,1
neither environment variable nor file found for '@%s','@%s'에 대한 환경 변수나 파일을 찾을 수 없습니다.,1
more than 5 indirections in command line encountered at '@%s',명령줄에서 5개 이상의 간접 참조가 '@%s'에서 발견되었습니다.,1
cannot take address of non-static member function,비정적 멤버 함수의 주소를 사용할 수 없습니다.,1
cannot generate default '%S' because class contains either a constant or a reference member,클래스에 상수 또는 참조 멤버가 포함되어 있으므로 기본 '%S'을(를) 생성할 수 없습니다.,1
cannot convert pointer to non-constant or volatile objects to 'const void*',상수가 아니거나 휘발성 개체에 대한 포인터를 'const void*'로 변환할 수 없습니다.,1
cannot convert pointer to non-constant or non-volatile objects to 'const volatile void*',일정하지 않거나 비휘발성 개체에 대한 포인터를 'const volatile void*'로 변환할 수 없습니다.,1
cannot initialize pointer to non-volatile with a pointer to volatile,휘발성에 대한 포인터로 비휘발성에 대한 포인터를 초기화할 수 없습니다.,1
cannot pass a pointer or reference to a volatile object,휘발성 개체에 대한 포인터 또는 참조를 전달할 수 없습니다.,1
cannot return a pointer or reference to a volatile object,휘발성 개체에 대한 포인터나 참조를 반환할 수 없습니다.,1
left expression is not a pointer to a volatile object,왼쪽 식은 휘발성 개체에 대한 포인터가 아닙니다.,1
virtual function override for '%S' is ambiguous; possible overrides include '%S' and '%S','%S'에 대한 가상 기능 재정의가 모호합니다. 가능한 재정의에는 '%S' 및 '%S'가 포함됩니다.,1
"initialization priority must be number 0-255, 'library', or 'program'","초기화 우선 순위는 0-255, '라이브러리' 또는 '프로그램'이어야 합니다.",1
previous 'case' label defined %L,정의된 이전 '케이스' 레이블 %L,1
previous 'default' label defined %L,정의된 이전 '기본' 레이블 %L,1
label defined %L,정의된 레이블 %L,1
label referenced %L,참조된 레이블 %L,1
object thrown has type: %T,던져진 개체의 유형: %T,1
object thrown has an ambiguous base class %T,던져진 개체에 모호한 기본 클래스 %T가 있습니다.,1
form is '#pragma inline_depth level' where 'level' is 0 to 255,양식은 '#pragma inline_depth level'이며 'level'은 0에서 255 사이입니다.,1
pointer or reference truncated by cast,포인터 또는 참조가 캐스트에 의해 잘림,1
cannot find a constructor for given initializer argument list,주어진 이니셜라이저 인수 목록에 대한 생성자를 찾을 수 없습니다.,1
variable '%N' can only be based on a string in this context,변수 '%N'은(는) 이 컨텍스트의 문자열만 기반으로 할 수 있습니다.,1
memory model modifiers are not allowed for class members,메모리 모델 수정자는 클래스 멤버에 대해 허용되지 않습니다.,1
redefinition of the typedef name '%S' ignored,typedef 이름 '%S'의 재정의가 무시되었습니다.,1
constructor for variable '%S' may not execute,변수 '%S'의 생성자가 실행되지 않을 수 있습니다.,1
syntax error; missing start of function body after constructor initializer,구문 오류; 생성자 이니셜라이저 이후에 함수 본문의 시작이 누락되었습니다.,1
conversion ambiguity: [expression] to [type of default argument],변환 모호성: [표현식]에서 [기본 인수 유형]으로,1
conversion of expression for default argument is impossible,기본 인수에 대한 표현식 변환이 불가능합니다.,1
syntax error before template name '%s',템플릿 이름 '%s' 앞에 구문 오류가 있습니다.,1
private base class accessed to convert default argument,기본 인수를 변환하기 위해 액세스한 비공개 기본 클래스,1
protected base class accessed to convert default argument,기본 인수를 변환하기 위해 액세스된 보호된 기본 클래스,1
operand must be an 'lvalue' (cast produces 'rvalue'),피연산자는 'lvalue'여야 합니다(캐스트는 'rvalue'를 생성함),1
left operand must be an 'lvalue' (cast produces 'rvalue'),왼쪽 피연산자는 'lvalue'여야 합니다(캐스트는 'rvalue'를 생성함),1
right operand must be an 'lvalue' (cast produces 'rvalue'),오른쪽 피연산자는 'lvalue'여야 합니다(캐스트는 'rvalue'를 생성함),1
construct resolved as a declaration/type,구문이 선언/유형으로 확인됨,1
construct resolved as an expression,표현식으로 해석된 구문,1
construct cannot be resolved,구성을 확인할 수 없습니다.,1
encountered another ambiguous construct during disambiguation,명확성 중에 또 다른 모호한 구문이 발생했습니다.,1
ellipsis (...) argument contains compiler generated information,줄임표(...) 인수에 컴파일러 생성 정보가 포함되어 있습니다.,1
cannot convert argument for ellipsis (...) argument,줄임표(...) 인수에 대한 인수를 변환할 수 없습니다.,1
conversion ambiguity: [argument] to [ellipsis (...) argument],변환 모호성: [인수]에서 [줄임표(...) 인수]로,1
converted function type has different #pragma from original function type,변환된 함수 유형이 원래 함수 유형과 #pragma가 다릅니다.,1
class value used as return value or argument in converted function type,변환된 함수 유형에서 반환 값 또는 인수로 사용되는 클래스 값,1
class value used as return value or argument in original function type,원래 함수 유형에서 반환 값 또는 인수로 사용된 클래스 값,1
must look ahead to determine whether construct is a declaration/type or an expression,구문이 선언/유형 또는 표현식인지 여부를 미리 확인해야 합니다.,1
assembler error: '%s',어셈블러 오류: '%s',1
default argument expression cannot reference 'this',기본 인수 표현식은 'this'를 참조할 수 없습니다.,1
"#pragma aux must reference a ""C"" linkage function '%S'","#pragma aux는 ""C"" 연결 함수 '%S'를 참조해야 합니다.",1
assignment is ambiguous for operands used,사용된 피연산자에 대한 할당이 모호합니다.,1
pragma name '%s' is not defined,pragma 이름 '%s'이(가) 정의되지 않았습니다.,1
'%S' could not be generated by the compiler,컴파일러에서 '%S'을(를) 생성할 수 없습니다.,1
'catch' does not immediately follow a 'try' or 'catch','catch'는 'try' 또는 'catch' 바로 다음에 오지 않습니다.,1
preceding 'catch' specified '...',앞의 'catch'가 '...'로 지정되었습니다.,1
"argument to extern ""C"" function contains compiler generated information","extern ""C"" 함수에 대한 인수에 컴파일러 생성 정보가 포함되어 있습니다.",1
previous try block defined %L,이전 시도 블록이 %L 정의되었습니다.,1
previous catch block defined %L,정의된 이전 catch 블록 %L,1
'catch' handler can never be invoked,'catch' 처리기를 호출할 수 없습니다.,1
"cannot overload extern ""C"" functions (the other function is '%S')","extern ""C"" 함수를 오버로드할 수 없습니다(다른 함수는 '%S').",1
function will be overload ambiguous with '%S' using default arguments,함수는 기본 인수를 사용하여 '%S'로 모호하게 오버로드됩니다.,1
linkage specification is different than previous declaration '%S',연결 사양이 이전 선언 '%S'와 다릅니다.,1
not enough segment registers available to generate '%s',%s'을(를) 생성하는 데 사용할 수 있는 세그먼트 레지스터들이 충분하지 않습니다.,1
pure virtual destructors must have a definition,순수 가상 소멸자는 정의가 있어야 합니다.,1
jump into try block,try 블록으로 점프,1
jump into catch handler,캐치 핸들러로 점프,1
catch block does not immediately follow try block,catch 블록이 try 블록을 즉시 따르지 않습니다.,1
exceptions must be enabled to use feature (use -xs switch),기능을 사용하려면 예외를 활성화해야 합니다(-xs 스위치 사용).,1
"I/O error reading '%s': %s""","'%s' 읽기 I/O 오류: %s""",1
text following pre-processor directive,전처리기 지시문 다음에 오는 텍스트,1
expression is not meaningful,표현이 의미가 없습니다,1
expression has no side effect,식에는 부작용이 없습니다.,1
"source conversion type is ""%T""","소스 변환 유형은 ""%T""입니다.",1
"target conversion type is ""%T""","대상 변환 유형은 ""%T""입니다.",1
redeclaration of '%S' has different attributes,'%S'의 재선언에 다른 속성이 있습니다.,1
template class instantiation for '%T' was %L,'%T'에 대한 템플릿 클래스 인스턴스화는 %L입니다.,1
template function instantiation for '%S' was %L,'%S'에 대한 템플릿 함수 인스턴스화는 %L입니다.,1
template class member instantiation was %L,템플릿 클래스 멤버 인스턴스화는 %L입니다.,1
function template binding for '%S' was %L,'%S'에 대한 함수 템플릿 바인딩이 %L이었습니다.,1
function template binding of '%S' was %L,'%S'의 함수 템플릿 바인딩이 %L이었습니다.,1
'%s' defined %L,'%s' 정의된 %L,1
form is '#pragma template_depth level' where 'level' is a non-zero number,양식은 '#pragma template_depth level'입니다. 여기서 'level'은 0이 아닌 숫자입니다.,1
possible non-terminating template instantiation (use '#pragma template_depth %d' to increase depth),종료되지 않는 템플릿 인스턴스화 가능(깊이를 높이려면 '#pragma template_depth %d' 사용),1
cannot inherit a partially defined base class '%T',부분적으로 정의된 기본 클래스 '%T'을(를) 상속할 수 없습니다.,1
ambiguous function: %F defined %L,모호한 기능: %F 정의 %L,1
cannot convert argument %d defined %L,인수 %d을(를) 변환할 수 없습니다. 정의된 %L,1
'this' cannot be converted,'이'는 변환할 수 없습니다.,1
rejected function: %F defined %L,거부된 기능: %F 정의 %L,1
'%T' operator can be used,'%T' 연산자를 사용할 수 있습니다.,1
cannot #undef '%s',#undef '%s'을(를) 할 수 없습니다,1
cannot #define '%s','%s'을(를) #정의할 수 없습니다.,1
template function '%F' defined %L,템플릿 함수 '%F' 정의됨 %L,1
ambiguous function template: %F defined %L,모호한 함수 템플릿: %F 정의 %L,1
cannot instantiate %S,%S을(를) 인스턴스화할 수 없습니다.,1
rejected function template: %F defined %L,거부된 기능 템플릿: %F 정의 %L,1
operand cannot be a function,피연산자는 함수일 수 없습니다.,1
left operand cannot be a function,왼쪽 피연산자는 함수일 수 없습니다.,1
right operand cannot be a function,오른쪽 피연산자는 함수일 수 없습니다.,1
define this function inside its class definition (may improve code quality),클래스 정의 내에서 이 함수를 정의합니다(코드 품질을 향상시킬 수 있음).,1
define this function inside its class definition (could have improved code quality),클래스 정의 내에서 이 함수를 정의합니다(코드 품질이 향상될 수 있음),1
cannot convert address of overloaded function '%S',오버로드된 함수 '%S'의 주소를 변환할 수 없습니다.,1
expression cannot have 'void' type,표현식은 'void' 유형을 가질 수 없습니다.,1
cannot reference a bit field,비트 필드를 참조할 수 없습니다.,1
cannot assign to object having an undefined class,정의되지 않은 클래스가 있는 개체에 할당할 수 없습니다.,1
cannot create member pointer to constructor,생성자에 대한 멤버 포인터를 만들 수 없습니다.,1
cannot create member pointer to destructor,소멸자에 대한 멤버 포인터를 만들 수 없습니다.,1
attempt to initialize a non-constant reference with a temporary object,임시 개체를 사용하여 상수가 아닌 참조를 초기화하려고 시도합니다.,1
temporary object used to initialize a non-constant reference,상수가 아닌 참조를 초기화하는 데 사용되는 임시 개체,1
assuming unary 'operator &' not overloaded for type '%T',단항 '연산자 &'가 '%T' 유형에 대해 오버로드되지 않은 것으로 가정합니다.,1
'va_start' macro will not work without an argument before ...,'va_start' 매크로는 이전에 인수 없이 작동하지 않습니다 ...,1
"'va_start' macro will not work with a reference argument before ""...""","'va_start' 매크로는 ""..."" 앞의 참조 인수와 함께 작동하지 않습니다.",1
"'va_start' macro will not work with a class argument before ""...""","'va_start' 매크로는 ""..."" 이전의 클래스 인수와 함께 작동하지 않습니다.",1
function modifier conflicts with previous declaration '%S',함수 수정자가 이전 선언 '%S'와 충돌합니다.,1
function modifier cannot be used on a variable,변수에 함수 수정자를 사용할 수 없습니다.,1
'%T' contains the following pure virtual functions,'%T'에는 다음과 같은 순수 가상 함수가 포함되어 있습니다.,1
'%T' has no implementation for the following pure virtual functions,'%T'에는 다음 순수 가상 기능에 대한 구현이 없습니다.,1
'%F' defined %L,'%F' 정의된 %L,1
restriction: standard calling convention required for '%S',제한: '%S'에 필요한 표준 호출 규칙,1
number of arguments in function call is incorrect,함수 호출의 인수 수가 잘못되었습니다.,1
function has type '%T',함수에 '%T' 유형이 있습니다.,1
invalid octal constant,잘못된 8진 상수,1
class template definition started %L,클래스 템플릿 정의 시작됨 %L,1
constructor initializer started %L,생성자 이니셜라이저가 %L 시작되었습니다.,1
zero size array must be the last data member,크기가 0인 배열은 마지막 데이터 멤버여야 합니다.,1
cannot inherit a class that contains a zero size array,크기가 0인 배열을 포함하는 클래스를 상속할 수 없습니다.,1
zero size array '%S' cannot be used in a class with base classes,크기가 0인 배열 '%S'은(는) 기본 클래스가 있는 클래스에서 사용할 수 없습니다.,1
cannot catch abstract class object,추상 클래스 개체를 잡을 수 없습니다.,1
non-static member function '%S' cannot be specified,비정적 멤버 함수 '%S'을(를) 지정할 수 없습니다.,1
attempt to convert pointer or reference from a base to a derived class,포인터 또는 참조를 기본에서 파생 클래스로 변환하려고 시도합니다.,1
expression for 'while' is always true,'동안'에 대한 식은 항상 참입니다.,1
testing expression for 'for' is always true,'for'에 대한 테스트 표현식은 항상 true입니다.,1
conditional expression is always true (non-zero),조건식은 항상 참(0이 아님),1
conditional expression is always false (zero),조건식은 항상 거짓(영)입니다.,1
expecting a member of '%T' to be defined in this context,이 컨텍스트에서 '%T'의 멤버가 정의될 것으로 예상합니다.,1
cannot throw an abstract class '%T',추상 클래스 '%T'을(를) throw할 수 없습니다.,1
cannot create pre-compiled header file '%s',미리 컴파일된 헤더 파일 '%s'을(를) 만들 수 없습니다.,1
error occurred while writing pre-compiled header file,미리 컴파일된 헤더 파일을 쓰는 동안 오류가 발생했습니다.,1
error occurred while reading pre-compiled header file,미리 컴파일된 헤더 파일을 읽는 동안 오류가 발생했습니다.,1
pre-compiled header file cannot be used,미리 컴파일된 헤더 파일을 사용할 수 없습니다.,1
pre-compiled header file cannot be used (different compile options),미리 컴파일된 헤더 파일을 사용할 수 없습니다(다른 컴파일 옵션).,1
pre-compiled header file cannot be used (different #include file),미리 컴파일된 헤더 파일을 사용할 수 없습니다(다른 #include 파일).,1
pre-compiled header file cannot be used (different current directory),미리 컴파일된 헤더 파일을 사용할 수 없습니다(다른 현재 디렉터리).,1
pre-compiled header file cannot be used (different INCLUDE path),미리 컴파일된 헤더 파일을 사용할 수 없습니다(다른 INCLUDE 경로).,1
pre-compiled header file cannot be used ('%s' has been modified),미리 컴파일된 헤더 파일을 사용할 수 없습니다('%s'이(가) 수정되었습니다).,1
pre-compiled header file cannot be used (macro '%s' is different),미리 컴파일된 헤더 파일을 사용할 수 없습니다(매크로 '%s'이(가) 다름),1
pre-compiled header file cannot be used (macro '%s' is not defined),미리 컴파일된 헤더 파일을 사용할 수 없습니다(매크로 '%s'이(가) 정의되지 않음),1
command line specifies smart windows callbacks and DS not equal to SS,명령줄이 스마트 Windows 콜백 및 DS가 SS와 같지 않음을 지정합니다.,1
class '%N' cannot be used with #pragma dump_object_model,클래스 '%N'은 #pragma dump_object_model과 함께 사용할 수 없습니다.,1
repeated modifier is '%s',반복 수정자는 '%s'입니다.,1
semicolon (';') may be missing after class/enum definition,클래스/열거형 정의 후 세미콜론(';')이 누락될 수 있습니다.,1
cannot return a type of unknown size,알 수 없는 크기의 유형을 반환할 수 없습니다.,1
cannot initialize array member '%S',배열 구성원 '%S'을(를) 초기화할 수 없습니다.,1
file '%s' will #include itself forever,파일 '%s'은(는) #영원히 자신을 포함합니다.,1
virtual function '%S' cannot have its return type changed,가상 함수 '%S'은(는) 반환 유형을 변경할 수 없습니다.,1
__declspec( '%N' ) is not supported,__declspec( '%N' )이 지원되지 않습니다.,1
attempt to construct a far object when data model is near,데이터 모델이 가까울 때 멀리 있는 개체를 구성하려고 시도합니다.,1
-zo not needed since there is no system-specific exception handling,시스템별 예외 처리가 없으므로 zo가 필요하지 않습니다.,1
class modifiers for '%T' conflict with class modifiers for '%T',%T'에 대한 클래스 수정자가 '%T'에 대한 클래스 수정자와 충돌합니다.,1
